timestamp,open,close,high,low,volume,turnover
2023-08-12 02:59:12,1848.63,1848.27,1849.03,1847.67,148.5509405,274605.116577165
2023-08-12 01:59:28,1848.77,1848.63,1849.8,1848.32,134.5003212,248694.963952266
2023-08-12 00:59:44,1852.89,1848.77,1853.4,1848.67,164.9963687,305324.450529953
2023-08-12 00:00:00,1848.95,1852.76,1853.72,1848.14,164.2807048,304168.512904249
2023-08-11 23:00:16,1846.56,1848.94,1851.19,1846.3,184.608134,341315.17499899
2023-08-11 22:00:32,1845.36,1846.56,1847.34,1845.03,98.0457034,181009.669011419
2023-08-11 21:00:48,1845.85,1845.36,1846.46,1844.18,203.0201985,374570.749608236
2023-08-11 19:58:56,1844.73,1845.85,1845.85,1844.07,211.7113502,390605.190658063
2023-08-11 18:59:12,1845.02,1844.57,1845.45,1842.79,176.6168511,325727.447549489
2023-08-11 17:59:28,1842.99,1845.01,1845.36,1842.11,276.762699,510411.653158395
2023-08-11 16:59:44,1844.26,1842.99,1845.4,1841.92,264.2522649,487097.876404831
2023-08-11 16:00:00,1846.0,1844.43,1848.99,1839.0,876.6399085,1616449.203296798
2023-08-11 15:00:16,1853.65,1846.0,1855.24,1843.9,765.8047457,1414540.414090827
2023-08-11 14:00:32,1852.5,1853.51,1857.48,1852.02,873.3206387,1619914.637600188
2023-08-11 13:00:48,1849.21,1852.5,1852.5,1847.58,404.3136934,747969.425830124
2023-08-11 12:01:04,1851.5,1849.22,1852.7,1848.71,493.6896389,913987.921568245
2023-08-11 10:59:12,1848.5,1851.5,1851.59,1848.5,170.4343859,315291.157742549
2023-08-11 09:59:28,1847.15,1848.51,1849.65,1845.88,315.0740139,582219.421446248
2023-08-11 08:59:44,1848.8,1847.0,1848.8,1846.65,196.7703204,363652.906336606
2023-08-11 08:00:00,1849.03,1848.8,1851.46,1848.62,337.9825155,625232.40030245
2023-08-11 07:00:16,1850.55,1849.03,1851.07,1848.96,664.14265,1228525.178913042
2023-08-11 06:00:32,1850.1,1850.68,1850.8,1848.81,225.1256272,416416.380310453
2023-08-11 05:00:48,1848.33,1850.11,1850.12,1847.26,154.8631824,286291.200271459
2023-08-11 03:58:56,1846.77,1848.32,1848.48,1846.47,157.9525474,291836.035717892
2023-08-11 02:59:12,1844.41,1846.78,1847.63,1843.34,353.3503289,652277.792728814
2023-08-11 01:59:28,1851.16,1844.41,1851.16,1843.17,303.9515272,561518.02829289
2023-08-11 00:59:44,1854.36,1851.16,1854.8,1851.15,200.1767354,370992.130797376
2023-08-11 00:00:00,1852.48,1854.36,1854.39,1851.96,118.6919651,219940.004753306
2023-08-10 23:00:16,1851.6,1852.48,1853.12,1851.5,124.7574817,231108.643035588
2023-08-10 22:00:32,1850.11,1851.6,1853.11,1849.87,163.8104216,303325.525652593
2023-08-10 21:00:48,1850.49,1850.11,1851.79,1849.93,164.7270386,304943.50955281
2023-08-10 20:01:04,1849.71,1850.48,1852.13,1849.16,220.9220015,408831.806239917
2023-08-10 18:59:12,1850.32,1849.7,1850.81,1847.58,212.382019,392830.101683513
2023-08-10 17:59:28,1848.38,1850.32,1851.0,1847.39,238.7139477,441439.241923567
2023-08-10 16:59:44,1851.52,1848.37,1852.29,1846.3,612.0585304,1132008.314491006
2023-08-10 16:00:00,1853.82,1851.57,1854.3,1849.51,378.20256492,700357.865272212
2023-08-10 15:00:16,1852.88,1853.83,1856.45,1851.69,434.1663727,804863.771173554
2023-08-10 14:00:32,1863.83,1852.88,1865.99,1848.3,947.9706375,1760399.216643407
2023-08-10 13:00:48,1857.1,1863.83,1864.2,1854.11,854.4556892,1589010.609299412
2023-08-10 11:58:56,1851.03,1857.1,1859.75,1850.11,1331.6959404,2470226.950445879
2023-08-10 10:59:12,1854.16,1851.03,1854.76,1850.71,271.0562004,502180.541124974
2023-08-10 09:59:28,1852.31,1854.17,1854.17,1850.88,292.972138,542742.740714137
2023-08-10 08:59:44,1852.0,1852.29,1853.3,1850.25,351.872109,651636.111577025
2023-08-10 08:00:00,1851.26,1852.0,1852.31,1850.01,216.009381,399870.260838075
2023-08-10 07:00:16,1850.09,1851.25,1854.47,1850.01,366.433019,678815.010259973
2023-08-10 06:00:32,1853.58,1850.08,1855.65,1850.02,259.4488599,480609.934418606
2023-08-10 05:00:48,1852.39,1853.59,1854.41,1850.8,110.2762864,204243.691217016
2023-08-10 04:01:04,1853.11,1852.39,1853.65,1852.07,95.4051374,176746.803359703
2023-08-10 02:59:12,1853.51,1853.11,1854.75,1852.47,201.9172475,374272.961004454
